trip_id,timestamp,pickup_district,driver_id,driver_status,trip_duration_mins,fare_amount_euros
TRIP_13498,2026-06-10 00:53:25.301943,Mitte,DRV_138,En Route,0,0.0
TRIP_12270,2026-06-10 01:09:25.301943,Prenzlauer Berg,DRV_118,Passengers_Onboard,11,19.28
TRIP_13446,2026-06-10 01:09:25.301943,Friedrichshain-Kreuzberg,DRV_111,En Route,0,0.0
TRIP_11641,2026-06-10 01:25:25.301943,Mitte,DRV_147,Idle,0,0.0
TRIP_10125,2026-06-10 01:35:25.301943,Mitte,DRV_142,Passengers_Onboard,13,20.73
TRIP_12988,2026-06-10 01:43:25.301943,Prenzlauer Berg,DRV_100,Passengers_Onboard,14,25.46
TRIP_11754,2026-06-10 01:45:25.301943,Prenzlauer Berg,DRV_105,Passengers_Onboard,11,16.98
TRIP_13324,2026-06-10 01:49:25.301943,Mitte,DRV_128,Passengers_Onboard,13,17.93
TRIP_11463,2026-06-10 02:05:25.301943,Mitte,DRV_111,Passengers_Onboard,14,19.88
TRIP_10387,2026-06-10 02:09:25.301943,Prenzlauer Berg,DRV_104,Idle,0,0.0
TRIP_12863,2026-06-10 02:16:25.301943,Prenzlauer Berg,DRV_113,Passengers_Onboard,19,27.2
TRIP_14658,2026-06-10 02:26:25.301943,Prenzlauer Berg,DRV_112,En Route,0,0.0
TRIP_12357,2026-06-10 02:27:25.301943,Mitte,DRV_105,Passengers_Onboard,18,23.37
TRIP_11216,2026-06-10 02:36:25.301943,Friedrichshain-Kreuzberg,DRV_116,En Route,0,0.0
TRIP_11943,2026-06-10 02:41:25.301943,Mitte,DRV_136,Passengers_Onboard,10,15.47
TRIP_10883,2026-06-10 02:44:25.301943,Prenzlauer Berg,DRV_128,Passengers_Onboard,16,22.91
TRIP_11085,2026-06-10 02:48:25.301943,Mitte,DRV_113,Idle,0,0.0
TRIP_12847,2026-06-10 02:51:25.301943,Friedrichshain-Kreuzberg,DRV_112,Passengers_Onboard,19,25.89
TRIP_13348,2026-06-10 02:58:25.301943,Mitte,DRV_115,Idle,0,0.0
TRIP_10492,2026-06-10 03:05:25.301943,Friedrichshain-Kreuzberg,DRV_119,Idle,0,0.0
TRIP_12515,2026-06-10 03:09:25.301943,Friedrichshain-Kreuzberg,DRV_141,Idle,0,0.0
TRIP_14289,2026-06-10 03:33:25.301943,Mitte,DRV_138,Passengers_Onboard,20,26.13
TRIP_14803,2026-06-10 03:33:25.301943,Friedrichshain-Kreuzberg,DRV_129,Idle,0,0.0
TRIP_14358,2026-06-10 03:52:25.301943,Friedrichshain-Kreuzberg,DRV_142,Passengers_Onboard,20,26.12
TRIP_11307,2026-06-10 04:15:25.301943,Prenzlauer Berg,DRV_128,Idle,0,0.0
TRIP_10432,2026-06-10 04:16:25.301943,Mitte,DRV_142,En Route,0,0.0
TRIP_13568,2026-06-10 04:17:25.301943,Mitte,DRV_138,Passengers_Onboard,15,24.43
TRIP_11226,2026-06-10 04:23:25.301943,Friedrichshain-Kreuzberg,DRV_106,Passengers_Onboard,15,23.88
TRIP_11030,2026-06-10 04:40:25.301943,Mitte,DRV_106,Passengers_Onboard,12,18.67
TRIP_10958,2026-06-10 04:46:25.301943,Friedrichshain-Kreuzberg,DRV_145,Passengers_Onboard,8,15.34
TRIP_11328,2026-06-10 04:51:25.301943,Mitte,DRV_108,Passengers_Onboard,19,28.72
TRIP_10345,2026-06-10 04:53:25.301943,Friedrichshain-Kreuzberg,DRV_115,Passengers_Onboard,16,24.09
TRIP_13974,2026-06-10 04:55:25.301943,Prenzlauer Berg,DRV_105,Passengers_Onboard,15,21.34
TRIP_14136,2026-06-10 04:55:25.301943,Friedrichshain-Kreuzberg,DRV_123,Passengers_Onboard,14,22.64
TRIP_12605,2026-06-10 05:00:25.301943,Prenzlauer Berg,DRV_112,Idle,0,0.0
TRIP_12219,2026-06-10 05:08:25.301943,Mitte,DRV_145,Passengers_Onboard,11,19.53
TRIP_13065,2026-06-10 05:16:25.301943,Friedrichshain-Kreuzberg,DRV_120,Idle,0,0.0
TRIP_14135,2026-06-10 05:16:25.301943,Friedrichshain-Kreuzberg,DRV_115,En Route,0,0.0
TRIP_12487,2026-06-10 05:37:25.301943,Mitte,DRV_102,Passengers_Onboard,9,17.55
TRIP_12137,2026-06-10 05:48:25.301943,Friedrichshain-Kreuzberg,DRV_132,Passengers_Onboard,24,34.95
TRIP_11871,2026-06-10 06:00:25.301943,Friedrichshain-Kreuzberg,DRV_111,Passengers_Onboard,21,26.08
TRIP_14348,2026-06-10 06:02:25.301943,Prenzlauer Berg,DRV_126,En Route,0,0.0
TRIP_14271,2026-06-10 06:11:25.301943,Prenzlauer Berg,DRV_103,Passengers_Onboard,8,15.31
TRIP_13088,2026-06-10 06:11:25.301943,Friedrichshain-Kreuzberg,DRV_125,Idle,0,0.0
TRIP_11770,2026-06-10 06:12:25.301943,Friedrichshain-Kreuzberg,DRV_135,Passengers_Onboard,11,20.05
TRIP_11480,2026-06-10 06:16:25.301943,Mitte,DRV_118,Passengers_Onboard,13,18.11
TRIP_14429,2026-06-10 06:30:25.301943,Friedrichshain-Kreuzberg,DRV_128,Idle,0,0.0
TRIP_11183,2026-06-10 06:35:25.301943,Mitte,DRV_117,Passengers_Onboard,12,17.46
TRIP_13353,2026-06-10 06:36:25.301943,Mitte,DRV_114,En Route,0,0.0
TRIP_14552,2026-06-10 06:53:25.301943,Mitte,DRV_136,Passengers_Onboard,5,9.43
TRIP_11912,2026-06-10 07:01:25.301943,Mitte,DRV_137,Passengers_Onboard,14,21.84
TRIP_10764,2026-06-10 07:06:25.301943,Friedrichshain-Kreuzberg,DRV_116,Passengers_Onboard,12,15.76
TRIP_14205,2026-06-10 07:16:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,17,23.78
TRIP_14097,2026-06-10 07:34:25.301943,Prenzlauer Berg,DRV_113,Passengers_Onboard,11,14.47
TRIP_13515,2026-06-10 07:59:25.301943,Mitte,DRV_146,Passengers_Onboard,13,19.93
TRIP_12777,2026-06-10 08:05:25.301943,Friedrichshain-Kreuzberg,DRV_127,Passengers_Onboard,5,7.54
TRIP_14062,2026-06-10 08:10:25.301943,Friedrichshain-Kreuzberg,DRV_137,Passengers_Onboard,17,25.21
TRIP_10010,2026-06-10 08:17:25.301943,Mitte,DRV_130,En Route,0,0.0
TRIP_14605,2026-06-10 08:26:25.301943,Friedrichshain-Kreuzberg,DRV_124,En Route,0,0.0
TRIP_12936,2026-06-10 08:33:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,11,18.67
TRIP_10596,2026-06-10 09:03:25.301943,Friedrichshain-Kreuzberg,DRV_116,Passengers_Onboard,14,23.1
TRIP_13514,2026-06-10 09:05:25.301943,Prenzlauer Berg,DRV_101,Passengers_Onboard,7,13.62
TRIP_13416,2026-06-10 09:12:25.301943,Prenzlauer Berg,DRV_104,Passengers_Onboard,18,25.09
TRIP_11141,2026-06-10 09:14:25.301943,Mitte,DRV_140,Passengers_Onboard,15,21.32
TRIP_14199,2026-06-10 09:17:25.301943,Mitte,DRV_140,Passengers_Onboard,10,17.0
TRIP_11545,2026-06-10 09:27:25.301943,Friedrichshain-Kreuzberg,DRV_107,Passengers_Onboard,12,18.19
TRIP_13161,2026-06-10 09:27:25.301943,Mitte,DRV_120,En Route,0,0.0
TRIP_10506,2026-06-10 09:28:25.301943,Friedrichshain-Kreuzberg,DRV_123,En Route,0,0.0
TRIP_14972,2026-06-10 09:30:25.301943,Friedrichshain-Kreuzberg,DRV_103,Passengers_Onboard,17,24.25
TRIP_12168,2026-06-10 09:47:25.301943,Friedrichshain-Kreuzberg,DRV_130,Passengers_Onboard,18,25.75
TRIP_10601,2026-06-10 09:50:25.301943,Prenzlauer Berg,DRV_133,En Route,0,0.0
TRIP_13304,2026-06-10 10:02:25.301943,Mitte,DRV_142,Passengers_Onboard,12,18.59
TRIP_10538,2026-06-10 10:05:25.301943,Prenzlauer Berg,DRV_106,Passengers_Onboard,17,22.79
TRIP_12746,2026-06-10 10:05:25.301943,Prenzlauer Berg,DRV_103,Passengers_Onboard,9,19.42
TRIP_12621,2026-06-10 10:06:25.301943,Mitte,DRV_100,Passengers_Onboard,17,24.19
TRIP_10612,2026-06-10 10:11:25.301943,Prenzlauer Berg,DRV_141,Idle,0,0.0
TRIP_13739,2026-06-10 10:12:25.301943,Mitte,DRV_131,Passengers_Onboard,13,20.45
TRIP_12360,2026-06-10 10:14:25.301943,Mitte,DRV_143,Idle,0,0.0
TRIP_14341,2026-06-10 10:24:25.301943,Friedrichshain-Kreuzberg,DRV_146,Idle,0,0.0
TRIP_13603,2026-06-10 10:24:25.301943,Mitte,DRV_118,En Route,0,0.0
TRIP_11384,2026-06-10 10:31:25.301943,Mitte,DRV_100,Passengers_Onboard,15,19.19
TRIP_10462,2026-06-10 10:37:25.301943,Mitte,DRV_128,Passengers_Onboard,15,22.64
TRIP_13838,2026-06-10 10:41:25.301943,Prenzlauer Berg,DRV_134,Idle,0,0.0
TRIP_12940,2026-06-10 11:01:25.301943,Prenzlauer Berg,DRV_140,Passengers_Onboard,23,27.56
TRIP_13731,2026-06-10 11:02:25.301943,Friedrichshain-Kreuzberg,DRV_113,Idle,0,0.0
TRIP_12432,2026-06-10 11:05:25.301943,Mitte,DRV_102,Idle,0,0.0
TRIP_10573,2026-06-10 11:06:25.301943,Friedrichshain-Kreuzberg,DRV_111,Passengers_Onboard,17,23.99
TRIP_11173,2026-06-10 11:09:25.301943,Friedrichshain-Kreuzberg,DRV_148,Passengers_Onboard,10,17.55
TRIP_11775,2026-06-10 11:16:25.301943,Prenzlauer Berg,DRV_117,Idle,0,0.0
TRIP_13461,2026-06-10 11:17:25.301943,Mitte,DRV_113,En Route,0,0.0
TRIP_10315,2026-06-10 11:30:25.301943,Prenzlauer Berg,DRV_114,Idle,0,0.0
TRIP_13649,2026-06-10 11:30:25.301943,Mitte,DRV_127,Passengers_Onboard,16,26.09
TRIP_14172,2026-06-10 11:31:25.301943,Friedrichshain-Kreuzberg,DRV_113,En Route,0,0.0
TRIP_13613,2026-06-10 11:34:25.301943,Mitte,DRV_110,Passengers_Onboard,21,31.88
TRIP_13949,2026-06-10 11:40:25.301943,Mitte,DRV_143,En Route,0,0.0
TRIP_13756,2026-06-10 11:42:25.301943,Mitte,DRV_122,Passengers_Onboard,8,14.05
TRIP_11125,2026-06-10 11:42:25.301943,Prenzlauer Berg,DRV_107,En Route,0,0.0
TRIP_13708,2026-06-10 11:56:25.301943,Mitte,DRV_105,Passengers_Onboard,23,30.23
TRIP_12242,2026-06-10 11:57:25.301943,Friedrichshain-Kreuzberg,DRV_130,En Route,0,0.0
TRIP_13929,2026-06-10 11:58:25.301943,Prenzlauer Berg,DRV_119,Passengers_Onboard,7,12.35
TRIP_11585,2026-06-10 11:59:25.301943,Mitte,DRV_120,Idle,0,0.0
TRIP_13751,2026-06-10 12:00:25.301943,Mitte,DRV_117,Passengers_Onboard,24,33.92
TRIP_13194,2026-06-10 12:00:25.301943,Friedrichshain-Kreuzberg,DRV_142,Passengers_Onboard,18,24.88
TRIP_14698,2026-06-10 12:06:25.301943,Prenzlauer Berg,DRV_133,Idle,0,0.0
TRIP_13560,2026-06-10 12:08:25.301943,Mitte,DRV_133,Passengers_Onboard,9,11.62
TRIP_10269,2026-06-10 12:09:25.301943,Mitte,DRV_140,Passengers_Onboard,13,17.58
TRIP_14274,2026-06-10 12:14:25.301943,Prenzlauer Berg,DRV_135,Passengers_Onboard,18,25.97
TRIP_12744,2026-06-10 12:14:25.301943,Friedrichshain-Kreuzberg,DRV_135,Passengers_Onboard,18,26.12
TRIP_12994,2026-06-10 12:18:25.301943,Mitte,DRV_123,Passengers_Onboard,18,23.05
TRIP_11017,2026-06-10 12:27:25.301943,Mitte,DRV_115,En Route,0,0.0
TRIP_10771,2026-06-10 12:28:25.301943,Mitte,DRV_107,Idle,0,0.0
TRIP_14188,2026-06-10 12:38:25.301943,Mitte,DRV_101,En Route,0,0.0
TRIP_11106,2026-06-10 13:11:25.301943,Friedrichshain-Kreuzberg,DRV_140,Passengers_Onboard,21,28.34
TRIP_13405,2026-06-10 13:20:25.301943,Prenzlauer Berg,DRV_127,Idle,0,0.0
TRIP_11034,2026-06-10 13:21:25.301943,Mitte,DRV_130,Idle,0,0.0
TRIP_14371,2026-06-10 13:21:25.301943,Prenzlauer Berg,DRV_102,Idle,0,0.0
TRIP_13319,2026-06-10 13:26:25.301943,Mitte,DRV_103,Idle,0,0.0
TRIP_10076,2026-06-10 13:26:25.301943,Prenzlauer Berg,DRV_110,Passengers_Onboard,15,22.1
TRIP_12383,2026-06-10 13:29:25.301943,Mitte,DRV_147,Idle,0,0.0
TRIP_12312,2026-06-10 13:42:25.301943,Friedrichshain-Kreuzberg,DRV_112,Passengers_Onboard,6,12.3
TRIP_12055,2026-06-10 14:15:25.301943,Mitte,DRV_137,Passengers_Onboard,15,23.0
TRIP_10713,2026-06-10 14:16:25.301943,Friedrichshain-Kreuzberg,DRV_147,Passengers_Onboard,16,21.51
TRIP_10579,2026-06-10 14:21:25.301943,Friedrichshain-Kreuzberg,DRV_103,Passengers_Onboard,15,22.89
TRIP_11648,2026-06-10 14:23:25.301943,Mitte,DRV_130,Passengers_Onboard,17,23.74
TRIP_10184,2026-06-10 14:54:25.301943,Prenzlauer Berg,DRV_140,Passengers_Onboard,10,14.24
TRIP_13621,2026-06-10 14:58:25.301943,Mitte,DRV_130,Passengers_Onboard,12,17.99
TRIP_13747,2026-06-10 15:05:25.301943,Prenzlauer Berg,DRV_148,Passengers_Onboard,9,14.68
TRIP_11251,2026-06-10 15:07:25.301943,Friedrichshain-Kreuzberg,DRV_120,Passengers_Onboard,14,19.03
TRIP_10113,2026-06-10 15:09:25.301943,Mitte,DRV_141,Passengers_Onboard,8,15.7
TRIP_12696,2026-06-10 15:22:25.301943,Mitte,DRV_104,Passengers_Onboard,19,25.81
TRIP_13732,2026-06-10 15:36:25.301943,Friedrichshain-Kreuzberg,DRV_116,En Route,0,0.0
TRIP_14505,2026-06-10 15:41:25.301943,Mitte,DRV_101,Idle,0,0.0
TRIP_14456,2026-06-10 15:44:25.301943,Prenzlauer Berg,DRV_138,Passengers_Onboard,12,17.83
TRIP_12413,2026-06-10 15:48:25.301943,Mitte,DRV_126,Passengers_Onboard,15,22.63
TRIP_11192,2026-06-10 15:49:25.301943,Friedrichshain-Kreuzberg,DRV_121,Passengers_Onboard,16,25.64
TRIP_11956,2026-06-10 15:51:25.301943,Friedrichshain-Kreuzberg,DRV_124,Passengers_Onboard,19,24.84
TRIP_11997,2026-06-10 15:51:25.301943,Friedrichshain-Kreuzberg,DRV_116,Idle,0,0.0
TRIP_10950,2026-06-10 15:55:25.301943,Mitte,DRV_126,Passengers_Onboard,16,22.94
TRIP_10880,2026-06-10 15:59:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_14130,2026-06-10 16:04:25.301943,Mitte,DRV_140,Passengers_Onboard,15,21.85
TRIP_12304,2026-06-10 16:04:25.301943,Friedrichshain-Kreuzberg,DRV_140,Passengers_Onboard,22,32.3
TRIP_12057,2026-06-10 16:07:25.301943,Friedrichshain-Kreuzberg,DRV_147,Passengers_Onboard,6,9.21
TRIP_11681,2026-06-10 16:14:25.301943,Prenzlauer Berg,DRV_146,Idle,0,0.0
TRIP_14543,2026-06-10 16:17:25.301943,Mitte,DRV_113,Idle,0,0.0
TRIP_14057,2026-06-10 16:19:25.301943,Prenzlauer Berg,DRV_135,Passengers_Onboard,12,21.26
TRIP_11436,2026-06-10 16:21:25.301943,Friedrichshain-Kreuzberg,DRV_132,Passengers_Onboard,16,25.94
TRIP_10809,2026-06-10 16:24:25.301943,Prenzlauer Berg,DRV_111,En Route,0,0.0
TRIP_12112,2026-06-10 16:25:25.301943,Friedrichshain-Kreuzberg,DRV_127,Passengers_Onboard,21,30.49
TRIP_12643,2026-06-10 16:27:25.301943,Mitte,DRV_123,En Route,0,0.0
TRIP_10398,2026-06-10 16:27:25.301943,Prenzlauer Berg,DRV_115,Passengers_Onboard,20,30.98
TRIP_12333,2026-06-10 16:30:25.301943,Friedrichshain-Kreuzberg,DRV_147,Passengers_Onboard,19,26.94
TRIP_12853,2026-06-10 16:34:25.301943,Prenzlauer Berg,DRV_133,Passengers_Onboard,18,22.45
TRIP_13160,2026-06-10 16:34:25.301943,Prenzlauer Berg,DRV_105,Passengers_Onboard,21,30.19
TRIP_11581,2026-06-10 16:37:25.301943,Mitte,DRV_124,Idle,0,0.0
TRIP_10469,2026-06-10 16:51:25.301943,Prenzlauer Berg,DRV_109,En Route,0,0.0
TRIP_12322,2026-06-10 16:55:25.301943,Prenzlauer Berg,DRV_111,Passengers_Onboard,12,20.63
TRIP_11489,2026-06-10 16:55:25.301943,Mitte,DRV_114,Passengers_Onboard,11,17.66
TRIP_12727,2026-06-10 16:57:25.301943,Mitte,DRV_139,Passengers_Onboard,24,33.48
TRIP_14151,2026-06-10 16:58:25.301943,Mitte,DRV_102,Passengers_Onboard,18,21.11
TRIP_14337,2026-06-10 17:00:25.301943,Friedrichshain-Kreuzberg,DRV_118,Passengers_Onboard,14,24.54
TRIP_13075,2026-06-10 17:23:25.301943,Mitte,DRV_141,En Route,0,0.0
TRIP_10168,2026-06-10 17:39:25.301943,Friedrichshain-Kreuzberg,DRV_132,Idle,0,0.0
TRIP_13545,2026-06-10 17:48:25.301943,Prenzlauer Berg,DRV_145,En Route,0,0.0
TRIP_12228,2026-06-10 17:51:25.301943,Friedrichshain-Kreuzberg,DRV_128,Idle,0,0.0
TRIP_10422,2026-06-10 17:56:25.301943,Friedrichshain-Kreuzberg,DRV_146,Passengers_Onboard,20,30.46
TRIP_13153,2026-06-10 17:59:25.301943,Mitte,DRV_108,Passengers_Onboard,8,13.06
TRIP_12328,2026-06-10 18:01:25.301943,Mitte,DRV_130,Passengers_Onboard,20,27.77
TRIP_14478,2026-06-10 18:05:25.301943,Prenzlauer Berg,DRV_114,En Route,0,0.0
TRIP_11275,2026-06-10 18:14:25.301943,Mitte,DRV_138,En Route,0,0.0
TRIP_11386,2026-06-10 18:16:25.301943,Friedrichshain-Kreuzberg,DRV_116,Passengers_Onboard,26,35.31
TRIP_10688,2026-06-10 18:17:25.301943,Friedrichshain-Kreuzberg,DRV_101,Passengers_Onboard,16,21.7
TRIP_10453,2026-06-10 18:20:25.301943,Mitte,DRV_142,Idle,0,0.0
TRIP_12917,2026-06-10 18:23:25.301943,Prenzlauer Berg,DRV_139,Passengers_Onboard,23,34.66
TRIP_11038,2026-06-10 18:28:25.301943,Friedrichshain-Kreuzberg,DRV_134,Passengers_Onboard,23,31.22
TRIP_12275,2026-06-10 18:49:25.301943,Mitte,DRV_128,En Route,0,0.0
TRIP_12955,2026-06-10 18:51:25.301943,Mitte,DRV_105,Idle,0,0.0
TRIP_10733,2026-06-10 19:13:25.301943,Mitte,DRV_130,En Route,0,0.0
TRIP_14920,2026-06-10 19:15:25.301943,Friedrichshain-Kreuzberg,DRV_149,Idle,0,0.0
TRIP_13559,2026-06-10 19:15:25.301943,Prenzlauer Berg,DRV_134,Idle,0,0.0
TRIP_14407,2026-06-10 19:21:25.301943,Prenzlauer Berg,DRV_139,Idle,0,0.0
TRIP_13635,2026-06-10 19:27:25.301943,Friedrichshain-Kreuzberg,DRV_115,Passengers_Onboard,11,18.16
TRIP_14071,2026-06-10 19:29:25.301943,Mitte,DRV_101,Passengers_Onboard,8,17.31
TRIP_10540,2026-06-10 19:39:25.301943,Friedrichshain-Kreuzberg,DRV_110,En Route,0,0.0
TRIP_14265,2026-06-10 19:50:25.301943,Mitte,DRV_140,Passengers_Onboard,12,20.45
TRIP_13206,2026-06-10 20:10:25.301943,Friedrichshain-Kreuzberg,DRV_141,Passengers_Onboard,10,15.63
TRIP_10029,2026-06-10 20:15:25.301943,Prenzlauer Berg,DRV_113,Passengers_Onboard,13,18.68
TRIP_10472,2026-06-10 20:15:25.301943,Prenzlauer Berg,DRV_134,En Route,0,0.0
TRIP_14225,2026-06-10 20:16:25.301943,Mitte,DRV_137,Passengers_Onboard,13,16.71
TRIP_10817,2026-06-10 20:22:25.301943,Mitte,DRV_100,Passengers_Onboard,14,24.48
TRIP_12710,2026-06-10 20:29:25.301943,Mitte,DRV_145,Passengers_Onboard,14,20.51
TRIP_11419,2026-06-10 20:33:25.301943,Prenzlauer Berg,DRV_100,Idle,0,0.0
TRIP_11562,2026-06-10 20:36:25.301943,Mitte,DRV_121,Idle,0,0.0
TRIP_12102,2026-06-10 20:49:25.301943,Friedrichshain-Kreuzberg,DRV_117,En Route,0,0.0
TRIP_14693,2026-06-10 20:58:25.301943,Prenzlauer Berg,DRV_147,Passengers_Onboard,22,29.75
TRIP_14779,2026-06-10 21:09:25.301943,Prenzlauer Berg,DRV_120,Passengers_Onboard,15,23.38
TRIP_12976,2026-06-10 21:12:25.301943,Mitte,DRV_104,Passengers_Onboard,17,22.63
TRIP_13378,2026-06-10 21:17:25.301943,Friedrichshain-Kreuzberg,DRV_136,Idle,0,0.0
TRIP_12938,2026-06-10 21:20:25.301943,Friedrichshain-Kreuzberg,DRV_105,En Route,0,0.0
TRIP_13449,2026-06-10 21:27:25.301943,Prenzlauer Berg,DRV_102,Passengers_Onboard,9,17.8
TRIP_10902,2026-06-10 21:27:25.301943,Prenzlauer Berg,DRV_105,Idle,0,0.0
TRIP_12224,2026-06-10 21:36:25.301943,Prenzlauer Berg,DRV_142,Idle,0,0.0
TRIP_12475,2026-06-10 21:37:25.301943,Friedrichshain-Kreuzberg,DRV_149,Passengers_Onboard,21,27.11
TRIP_12642,2026-06-10 21:45:25.301943,Friedrichshain-Kreuzberg,DRV_103,Passengers_Onboard,13,16.67
TRIP_11169,2026-06-10 21:47:25.301943,Prenzlauer Berg,DRV_122,En Route,0,0.0
TRIP_12096,2026-06-10 22:01:25.301943,Prenzlauer Berg,DRV_142,Passengers_Onboard,18,25.07
TRIP_10260,2026-06-10 22:02:25.301943,Friedrichshain-Kreuzberg,DRV_139,Passengers_Onboard,4,8.71
TRIP_11212,2026-06-10 22:07:25.301943,Mitte,DRV_113,Idle,0,0.0
TRIP_11744,2026-06-10 22:12:25.301943,Mitte,DRV_147,Passengers_Onboard,16,25.01
TRIP_11694,2026-06-10 22:19:25.301943,Mitte,DRV_131,Passengers_Onboard,9,13.2
TRIP_14262,2026-06-10 22:36:25.301943,Friedrichshain-Kreuzberg,DRV_135,Passengers_Onboard,26,34.22
TRIP_11071,2026-06-10 22:42:25.301943,Friedrichshain-Kreuzberg,DRV_118,Passengers_Onboard,8,13.71
TRIP_11813,2026-06-10 22:44:25.301943,Friedrichshain-Kreuzberg,DRV_117,Idle,0,0.0
TRIP_12961,2026-06-10 22:54:25.301943,Prenzlauer Berg,DRV_122,Passengers_Onboard,14,18.53
TRIP_14173,2026-06-10 22:59:25.301943,Prenzlauer Berg,DRV_135,Passengers_Onboard,14,21.52
TRIP_14298,2026-06-10 23:07:25.301943,Mitte,DRV_106,En Route,0,0.0
TRIP_10833,2026-06-10 23:16:25.301943,Prenzlauer Berg,DRV_103,Passengers_Onboard,12,17.07
TRIP_10758,2026-06-10 23:16:25.301943,Prenzlauer Berg,DRV_132,En Route,0,0.0
TRIP_14079,2026-06-10 23:28:25.301943,Prenzlauer Berg,DRV_143,Passengers_Onboard,25,36.08
TRIP_12094,2026-06-10 23:31:25.301943,Prenzlauer Berg,DRV_109,Idle,0,0.0
TRIP_11795,2026-06-10 23:37:25.301943,Prenzlauer Berg,DRV_118,En Route,0,0.0
TRIP_11720,2026-06-10 23:38:25.301943,Friedrichshain-Kreuzberg,DRV_115,Idle,0,0.0
TRIP_12771,2026-06-10 23:39:25.301943,Mitte,DRV_108,En Route,0,0.0
TRIP_12371,2026-06-10 23:40:25.301943,Friedrichshain-Kreuzberg,DRV_110,En Route,0,0.0
TRIP_12638,2026-06-10 23:41:25.301943,Prenzlauer Berg,DRV_121,Passengers_Onboard,16,22.96
TRIP_12544,2026-06-10 23:45:25.301943,Mitte,DRV_142,En Route,0,0.0
TRIP_14401,2026-06-11 00:22:25.301943,Prenzlauer Berg,DRV_143,Passengers_Onboard,13,18.8
TRIP_14546,2026-06-11 00:30:25.301943,Friedrichshain-Kreuzberg,DRV_147,Passengers_Onboard,12,17.79
TRIP_12790,2026-06-11 00:31:25.301943,Mitte,DRV_135,Passengers_Onboard,15,24.87
TRIP_14458,2026-06-11 00:33:25.301943,Mitte,DRV_111,Passengers_Onboard,20,24.35
TRIP_13101,2026-06-11 00:33:25.301943,Mitte,DRV_122,Passengers_Onboard,9,16.68
TRIP_13679,2026-06-11 00:40:25.301943,Mitte,DRV_119,Passengers_Onboard,10,16.58
TRIP_13764,2026-06-11 00:40:25.301943,Prenzlauer Berg,DRV_133,Passengers_Onboard,10,19.19
TRIP_14255,2026-06-11 00:46:25.301943,Prenzlauer Berg,DRV_135,Passengers_Onboard,24,30.43
TRIP_11256,2026-06-11 00:51:25.301943,Friedrichshain-Kreuzberg,DRV_104,Passengers_Onboard,11,19.14
TRIP_11002,2026-06-11 00:51:25.301943,Mitte,DRV_115,Idle,0,0.0
TRIP_14975,2026-06-11 00:52:25.301943,Friedrichshain-Kreuzberg,DRV_128,Passengers_Onboard,18,25.78
TRIP_11932,2026-06-11 00:57:25.301943,Prenzlauer Berg,DRV_112,Passengers_Onboard,20,25.95
TRIP_14421,2026-06-11 01:05:25.301943,Prenzlauer Berg,DRV_129,Passengers_Onboard,19,24.7
TRIP_14215,2026-06-11 01:09:25.301943,Prenzlauer Berg,DRV_107,Idle,0,0.0
TRIP_10181,2026-06-11 01:15:25.301943,Mitte,DRV_115,En Route,0,0.0
TRIP_10252,2026-06-11 01:26:25.301943,Mitte,DRV_144,Idle,0,0.0
TRIP_14772,2026-06-11 01:28:25.301943,Friedrichshain-Kreuzberg,DRV_115,Passengers_Onboard,13,21.44
TRIP_13813,2026-06-11 01:48:25.301943,Prenzlauer Berg,DRV_112,Idle,0,0.0
TRIP_11921,2026-06-11 01:52:25.301943,Mitte,DRV_114,Passengers_Onboard,12,21.09
TRIP_12573,2026-06-11 01:56:25.301943,Friedrichshain-Kreuzberg,DRV_100,Passengers_Onboard,16,23.51
TRIP_10051,2026-06-11 01:59:25.301943,Prenzlauer Berg,DRV_122,En Route,0,0.0
TRIP_14124,2026-06-11 02:02:25.301943,Mitte,DRV_119,Idle,0,0.0
TRIP_13820,2026-06-11 02:08:25.301943,Mitte,DRV_113,Idle,0,0.0
TRIP_10824,2026-06-11 02:11:25.301943,Mitte,DRV_105,Passengers_Onboard,11,18.83
TRIP_14982,2026-06-11 02:19:25.301943,Friedrichshain-Kreuzberg,DRV_143,Idle,0,0.0
TRIP_11708,2026-06-11 02:26:25.301943,Mitte,DRV_143,Passengers_Onboard,23,29.83
TRIP_10735,2026-06-11 02:42:25.301943,Friedrichshain-Kreuzberg,DRV_134,En Route,0,0.0
TRIP_13874,2026-06-11 02:48:25.301943,Friedrichshain-Kreuzberg,DRV_143,Passengers_Onboard,26,38.47
TRIP_14788,2026-06-11 02:59:25.301943,Prenzlauer Berg,DRV_118,En Route,0,0.0
TRIP_11350,2026-06-11 03:15:25.301943,Mitte,DRV_117,Passengers_Onboard,12,17.72
TRIP_10987,2026-06-11 03:44:25.301943,Friedrichshain-Kreuzberg,DRV_144,Idle,0,0.0
TRIP_14435,2026-06-11 03:46:25.301943,Friedrichshain-Kreuzberg,DRV_117,Passengers_Onboard,10,16.6
TRIP_11848,2026-06-11 03:50:25.301943,Prenzlauer Berg,DRV_126,Idle,0,0.0
TRIP_12097,2026-06-11 03:51:25.301943,Mitte,DRV_149,En Route,0,0.0
